epoch,train_loss,val_loss
1,1.5601860832045953,1.5633780140343905
2,1.273741437364663,1.571629050358927
3,1.1660675530751121,1.623436281243233
4,1.0978973668666603,1.6688900156550042
5,1.0624654174637835,1.6836595606407114
