epoch,train_loss,val_loss
1,1.3413766313668045,1.5559658533561616
2,0.966788971456792,1.8044795061373822
3,0.779429232914163,2.051873854587133
4,0.6644834619735046,2.2095808989876304
5,0.6050102901898905,2.2715099225778332
