epoch,train_loss,val_loss
1,2.469210292541755,2.436868913348241
2,2.378858754102859,2.4314447940242165
3,2.339056659053459,2.390182366399778
4,2.2905369247680767,2.358292520553991
5,2.2580559597081673,2.3270719400406366
