epoch,train_loss,val_loss
1,1.9054425008731353,1.6918252669549305
2,1.5557920654455122,1.640057405755837
3,1.4755984392026866,1.6165635849818427
4,1.431473651027947,1.612302787315665
5,1.407609684192422,1.6069575523962498
